Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:49
-----------------------------------------------------------------------------
Output data for request: PRINCIPAL_STRESS
Description: Principal Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP       Max.       Min.     vmax_x     vmax_y     vmin_x     vmin_y 
Units                    MPa        MPa          m          m          m          m 
    2   177     3  1.4688404 -0.0034601  0.9997698  0.0214553 -0.0214553  0.9997698 
    2   177     4  1.4644759 -0.0084895  0.9997316  0.0231655 -0.0231655  0.9997316 
    2   178     1  1.4694211 -0.0043332  0.9998171  0.0191233 -0.0191233  0.9998171 
    2   178     2  1.4687268 -0.0067022  0.9997544  0.0221599 -0.0221599  0.9997544 
    2   178     3  1.4569014 -0.0088097  0.9997861  0.0206841 -0.0206841  0.9997861 
    2   178     4  1.4581072 -0.0102430  0.9997326  0.0231226 -0.0231226  0.9997326 
    2   179     1  1.5380203  0.0004916  0.9998170  0.0191320 -0.0191320  0.9998170 
    2   179     2  1.5177970 -0.0055420  0.9998200  0.0189750 -0.0189750  0.9998200 
    2   179     3  1.5393813  0.0014134  0.9998984  0.0142570 -0.0142570  0.9998984 
    2   179     4  1.5197104 -0.0044711  0.9998993  0.0141896 -0.0141896  0.9998993 
    2   180     1  1.5476437  0.0004354  0.9999089  0.0134980 -0.0134980  0.9999089 
    2   180     2  1.5456242  0.0000948  0.9998384  0.0179784 -0.0179784  0.9998384 
    2   180     3  1.5294308 -0.0050525  0.9999145  0.0130752 -0.0130752  0.9999145 
    2   180     4  1.5269077 -0.0055410  0.9998466  0.0175126 -0.0175126  0.9998466 
    2   181     1  1.5601491 -0.0038881  0.9999485  0.0101460 -0.0101460  0.9999485 
    2   181     2  1.5785082  0.0016117  0.9999463  0.0103628 -0.0103628  0.9999463 
    2   181     3  1.5582092 -0.0046481  0.9998931  0.0146220 -0.0146220  0.9998931 
    2   181     4  1.5768534  0.0009325  0.9998901  0.0148237 -0.0148237  0.9998901 
    2   182     1  1.5504382 -0.0044376  0.9998775  0.0156492 -0.0156492  0.9998775 
    2   182     2  1.5516424 -0.0034003  0.9999397  0.0109791 -0.0109791  0.9999397 
    2   182     3  1.5700190  0.0014085  0.9998773  0.0156619 -0.0156619  0.9998773 
    2   182     4  1.5712017  0.0024603  0.9999408  0.0108843 -0.0108843  0.9999408 
    2   183     1  1.5543084 -0.0004563  0.9998623  0.0165969 -0.0165969  0.9998623 
    2   183     2  1.5369119 -0.0057108  0.9998702  0.0161094 -0.0161094  0.9998702 
    2   183     3  1.5565968 -0.0001643  0.9999215  0.0125293 -0.0125293  0.9999215 
    2   183     4  1.5397967 -0.0052473  0.9999277  0.0120214 -0.0120214  0.9999277 
    2   184     1  1.5655842 -0.0003904  0.9999361  0.0113003 -0.0113003  0.9999361 
    2   184     2  1.5632672 -0.0007069  0.9998845  0.0151968 -0.0151968  0.9998845 
    2   184     3  1.5493710 -0.0052932  0.9999413  0.0108356 -0.0108356  0.9999413 
    2   184     4  1.5465140 -0.0057611  0.9998905  0.0147961 -0.0147961  0.9998905 
    2   185     1  1.5774082 -0.0040766  0.9999649  0.0083792 -0.0083792  0.9999649 
    2   185     2  1.5946183  0.0010748  0.9999632  0.0085757 -0.0085757  0.9999632 
    2   185     3  1.5749885 -0.0050351  0.9999211  0.0125604 -0.0125604  0.9999211 
    2   185     4  1.5926097  0.0002379  0.9999193  0.0127044 -0.0127044  0.9999193 
    2   186     1  1.5665677 -0.0049377  0.9999080  0.0135614 -0.0135614  0.9999080 
    2   186     2  1.5689279 -0.0039380  0.9999574  0.0092258 -0.0092258  0.9999574 
    2   186     3  1.5848315  0.0005222  0.9999057  0.0137330 -0.0137330  0.9999057 
    2   186     4  1.5867583  0.0013952  0.9999555  0.0094342 -0.0094342  0.9999555 
    2   187     1  1.2101529 -0.0254866  0.9980937  0.0617168 -0.0617168  0.9980937 
    2   187     2  1.2198010 -0.0273330  0.9976922  0.0678986 -0.0678986  0.9976922 
    2   187     3  1.1826166 -0.0347187  0.9978987  0.0647941 -0.0647941  0.9978987 
    2   187     4  1.1987846 -0.0339828  0.9975700  0.0696714 -0.0696714  0.9975700 
    2   188     1  1.2244955 -0.0311074  0.9984476  0.0556985 -0.0556985  0.9984476 
    2   188     2  1.2507815 -0.0231953  0.9984763  0.0551815 -0.0551815  0.9984763 
    2   188     3  1.2306160 -0.0298557  0.9980540  0.0623552 -0.0623552  0.9980540 
    2   188     4  1.2540852 -0.0227803  0.9980880  0.0618081 -0.0618081  0.9980880 
    2   189     1  1.2354566 -0.0284611  0.9979077  0.0646551 -0.0646551  0.9979077 
    2   189     2  1.2293468 -0.0251829  0.9982672  0.0588446 -0.0588446  0.9982672 
    2   189     3  1.2534618 -0.0228256  0.9980042  0.0631472 -0.0631472  0.9980042 
    2   189     4  1.2507367 -0.0185033  0.9983691  0.0570881 -0.0570881  0.9983691 
    2   190     1  1.2275193 -0.0270664  0.9977195  0.0674969 -0.0674969  0.9977195 
    2   190     2  1.2138191 -0.0318066  0.9976025  0.0692050 -0.0692050  0.9976025 
    2   190     3  1.2214163 -0.0253967  0.9979988  0.0632334 -0.0632334  0.9979988 
    2   190     4  1.2055958 -0.0304901  0.9979043  0.0647072 -0.0647072  0.9979043 
    2   191     1  1.1773281 -0.0330696  0.9975664  0.0697223 -0.0697223  0.9975664 
    2   191     2  1.1767628 -0.0276337  0.9976276  0.0688421 -0.0688421  0.9976276 
    2   191     3  1.1688921 -0.0445609  0.9978989  0.0647905 -0.0647905  0.9978989 
    2   191     4  1.1712096 -0.0362271  0.9978412  0.0656728 -0.0656728  0.9978412 
    2   192     1  1.1918565 -0.0336544  0.9972503  0.0741075 -0.0741075  0.9972503 
    2   192     2  1.1832513 -0.0360171  0.9976755  0.0681446 -0.0681446  0.9976755 
    2   192     3  1.2076280 -0.0288526  0.9973732  0.0724335 -0.0724335  0.9973732 
    2   192     4  1.1985055 -0.0314262  0.9977162  0.0675459 -0.0675459  0.9977162 
    2   193     1  1.1819093 -0.0250738  0.9971172  0.0758771 -0.0758771  0.9971172 
    2   193     2  1.1669905 -0.0322635  0.9973963  0.0721153 -0.0721153  0.9973963 
    2   193     3  1.1739025 -0.0359765  0.9975686  0.0696913 -0.0696913  0.9975686 
    2   193     4  1.1635287 -0.0393134  0.9976816  0.0680552 -0.0680552  0.9976816 
    3     1     1  0.6867919 -0.3741259  0.9465310  0.3226128 -0.3226128  0.9465310 
    3     1     2  0.3778546 -1.0068716  0.9872450  0.1592086 -0.1592086  0.9872450 
    3     1     3  0.9744075 -0.4349351  0.9186111  0.3951627 -0.3951627  0.9186111 
    3     1     4  0.6533292 -1.0288618  0.9653759  0.2608627 -0.2608627  0.9653759 
    3     2     1  0.7071731 -0.7314713  0.9226134  0.3857261 -0.3857261  0.9226134 
    3     2     2  0.5014049 -0.6807480  0.9326530  0.3607746 -0.3607746  0.9326530 
    3     2     3  0.4667835 -1.0758225  0.9579333  0.2869911 -0.2869911  0.9579333 
    3     2     4  0.2509426 -1.0598526  0.9719375  0.2352394 -0.2352394  0.9719375 
    3     3     1  0.4483346 -0.2816524  0.9636331  0.2672289 -0.2672289  0.9636331 
    3     3     2  0.5612592 -0.2439301  0.9324701  0.3612473 -0.3612473  0.9324701 
    3     3     3  0.2388838 -0.3403034  0.9508861  0.3095409 -0.3095409  0.9508861 
    3     3     4  0.3958862 -0.2974731  0.9155467  0.4022116 -0.4022116  0.9155467 
    3     4     1  0.6225584 -0.0515686  0.9914880 -0.1301983  0.1301983  0.9914880 
    3     4     2  1.0881569  0.0912600  0.9955329 -0.0944157  0.0944157  0.9955329 
    3     4     3  0.6506504 -0.0657837  0.9918236  0.1276165 -0.1276165  0.9918236 
    3     4     4  1.0901629  0.0693696  0.9959220  0.0902180 -0.0902180  0.9959220 
    3     5     1  0.3576084 -0.8043585  0.9359465  0.3521423 -0.3521423  0.9359465 
    3     5     2  0.2160951 -1.0785718  0.9611553  0.2760083 -0.2760083  0.9611553 
    3     5     3  0.4567530 -0.9044704  0.9314011  0.3639944 -0.3639944  0.9314011 
    3     5     4  0.3256235 -1.1093259  0.9517309  0.3069338 -0.3069338  0.9517309 
    3     6     1  0.3287401 -0.8712831  0.9172795  0.3982441 -0.3982441  0.9172795 
    3     6     2  0.2418198 -0.8930578  0.9397071  0.3419804 -0.3419804  0.9397071 
    3     6     3  0.2277803 -1.1247832  0.9348921  0.3549320 -0.3549320  0.9348921 
    3     6     4  0.1760507 -1.0990883  0.9482985  0.3173798 -0.3173798  0.9482985 
    3     7     1  0.2457451 -0.6787575  0.9043430  0.4268065 -0.4268065  0.9043430 
    3     7     2  0.3246922 -0.5101174  0.9271732  0.3746330 -0.3746330  0.9271732 
    3     7     3  0.2908449 -0.7131375  0.9253967  0.3790000 -0.3790000  0.9253967 
    3     7     4  0.3395264 -0.5796140  0.9357059  0.3527810 -0.3527810  0.9357059 
    3     8     1  0.1903696 -0.6775865  0.9102465  0.4140668 -0.4140668  0.9102465 
    3     8     2  0.2629361 -0.7098540  0.8752635  0.4836463 -0.4836463  0.8752635 
    3     8     3  0.2844094 -0.4291826  0.8807980  0.4734922 -0.4734922  0.8807980 
    3     8     4  0.3490647 -0.4641821  0.8466064  0.5322196 -0.5322196  0.8466064 
    3     9     1  0.2034400 -0.8474453  0.9288769  0.3703886 -0.3703886  0.9288769 
    3     9     2  0.1304887 -1.0699729  0.9377386  0.3473417 -0.3473417  0.9377386 
    3     9     3  0.2350795 -0.8736965  0.9086884  0.4174750 -0.4174750  0.9086884 
    3     9     4  0.1538190 -1.1195980  0.9201489  0.3915687 -0.3915687  0.9201489 
    3    10     1  0.2395646 -0.8740662  0.8913288  0.4533574 -0.4533574  0.8913288 
    3    10     2  0.1876506 -0.8360006  0.9080273  0.4189110 -0.4189110  0.9080273 
    3    10     3  0.1438238 -1.1044092  0.9126546  0.4087316 -0.4087316  0.9126546 
    3    10     4  0.0937697 -1.0582554  0.9285348  0.3712454 -0.3712454  0.9285348 
    3    11     1  0.2265928 -0.7549527  0.8693991  0.4941104 -0.4941104  0.8693991 
    3    11     2  0.3111487 -0.5939943  0.8390790  0.5440096 -0.5440096  0.8390790 
    3    11     3  0.1701728 -0.7188184  0.8867881  0.4621762 -0.4621762  0.8867881 
    3    11     4  0.2554201 -0.5560016  0.8551112  0.5184447 -0.5184447  0.8551112 
    3    12     1  0.3551517 -0.3657706  0.8223387  0.5689984 -0.5689984  0.8223387 
    3    12     2  0.2922907 -0.3584449  0.8241333  0.5663959 -0.5663959  0.8241333 
    3    12     3  0.2945588 -0.4346860  0.8512054  0.5248327 -0.5248327  0.8512054 
    3    12     4  0.2293568 -0.4275720  0.8559846  0.5170014 -0.5170014  0.8559846 
    3    13     1  0.3539252 -0.2145416  0.8711831  0.4909583 -0.4909583  0.8711831 
    3    13     2  0.3926291 -0.2028056  0.8499040  0.5269375 -0.5269375  0.8499040 
    3    13     3  0.2864094 -0.2344038  0.8605859  0.5093053 -0.5093053  0.8605859 
    3    13     4  0.3274272 -0.2234246  0.8367918  0.5475212 -0.5475212  0.8367918 
    3    14     1  0.3309216 -0.0811523  0.9565467  0.2915792 -0.2915792  0.9565467 
    3    14     2  0.4458967 -0.0430408  0.9658290  0.2591800 -0.2591800  0.9658290 
    3    14     3  0.3615042 -0.0957927  0.9270719  0.3748836 -0.3748836  0.9270719 
    3    14     4  0.4740443 -0.0545215  0.9424029  0.3344798 -0.3344798  0.9424029 
    3    15     1  0.3131845 -0.2146022  0.8853291  0.4649649 -0.4649649  0.8853291 
    3    15     2  0.2523328 -0.2921597  0.9216484  0.3880260 -0.3880260  0.9216484 
    3    15     3  0.4052682 -0.2082971  0.8813764  0.4724147 -0.4724147  0.8813764 
    3    15     4  0.3437908 -0.2790611  0.9119516  0.4102977 -0.4102977  0.9119516 
    3    16     1  0.2853095 -0.3752781  0.8047677  0.5935899 -0.5935899  0.8047677 
    3    16     2  0.3363104 -0.3663701  0.8136535  0.5813501 -0.5813501  0.8136535 
    3    16     3  0.3286967 -0.3545330  0.7855308  0.6188226 -0.6188226  0.7855308 
    3    16     4  0.3790341 -0.3448222  0.7953811  0.6061097 -0.6061097  0.7953811 
    3    17     1  0.2923616 -0.4795969  0.8003255  0.5995657 -0.5995657  0.8003255 
    3    17     2  0.2308295 -0.5396787  0.8262462  0.5633092 -0.5633092  0.8262462 
    3    17     3  0.3435217 -0.4932456  0.8016817  0.5977512 -0.5977512  0.8016817 
    3    17     4  0.2825956 -0.5544019  0.8258228  0.5639297 -0.5639297  0.8258228 
    3    18     1  0.3413964 -0.5771630  0.7890783  0.6142926 -0.6142926  0.7890783 
    3    18     2  0.2905574 -0.5571610  0.7893839  0.6138998 -0.6138998  0.7893839 
    3    18     3  0.2687947 -0.6531466  0.8156440  0.5785541 -0.5785541  0.8156440 
    3    18     4  0.2273604 -0.6257229  0.8150397  0.5794051 -0.5794051  0.8150397 
    3    19     1  0.3357432 -0.4865514  0.7836551  0.6211961 -0.6211961  0.7836551 
    3    19     2  0.3819707 -0.4513422  0.7656148  0.6432992 -0.6432992  0.7656148 
    3    19     3  0.2930390 -0.4838723  0.7808321  0.6247410 -0.6247410  0.7808321 
    3    19     4  0.3392889 -0.4491534  0.7618163  0.6477932 -0.6477932  0.7618163 
    3    20     1  0.1923199 -0.8364620  0.8627111  0.5056971 -0.5056971  0.8627111 
    3    20     2  0.2832379 -0.7369024  0.8363206  0.5482406 -0.5482406  0.8363206 
    3    20     3  0.1409746 -0.7917582  0.8650372  0.5017078 -0.5017078  0.8650372 
    3    20     4  0.2408682 -0.7023052  0.8364682  0.5480154 -0.5480154  0.8364682 
    3    21     1  0.1556774 -0.7606574  0.8719667  0.4895652 -0.4895652  0.8719667 
    3    21     2  0.2087465 -0.8029819  0.8624889  0.5060759 -0.5060759  0.8624889 
    3    21     3  0.2429538 -0.6360935  0.8409207  0.5411583 -0.5411583  0.8409207 
    3    21     4  0.2939892 -0.6744437  0.8336093  0.5523546 -0.5523546  0.8336093 
    3    22     1  0.1780422 -0.8536881  0.8988499  0.4382567 -0.4382567  0.8988499 
    3    22     2  0.0792376 -1.0387971  0.9230449  0.3846922 -0.3846922  0.9230449 
    3    22     3  0.2257713 -0.8976765  0.8878413  0.4601498 -0.4601498  0.8878413 
    3    22     4  0.1315469 -1.0794374  0.9104989  0.4135114 -0.4135114  0.9104989 
    3    23     1  0.2114167 -0.9186829  0.8919044  0.4522240 -0.4522240  0.8919044 
    3    23     2  0.1705357 -0.8765198  0.8977490  0.4405074 -0.4405074  0.8977490 
    3    23     3  0.1303727 -1.0458589  0.9111001  0.4121853 -0.4121853  0.9111001 
    3    23     4  0.0814062 -1.0154755  0.9195895  0.3928807 -0.3928807  0.9195895 
    3    24     1  0.1608399 -0.8311069  0.8707624  0.4917040 -0.4917040  0.8707624 
    3    24     2  0.1712052 -0.8447106  0.8762830  0.4817968 -0.4817968  0.8762830 
    3    24     3  0.2024381 -0.8149848  0.8660917  0.4998852 -0.4998852  0.8660917 
    3    24     4  0.1986548 -0.8294271  0.8715596  0.4902896 -0.4902896  0.8715596 
    3    25     1  0.1663946 -0.8450717  0.9012827  0.4332316 -0.4332316  0.9012827 
    3    25     2  0.0979900 -0.9789774  0.9186497  0.3950731 -0.3950731  0.9186497 
    3    25     3  0.1881331 -0.9114231  0.8968032  0.4424297 -0.4424297  0.8968032 
    3    25     4  0.1290234 -1.0105084  0.9111793  0.4120100 -0.4120100  0.9111793 
    3    26     1  0.1661934 -0.8566081  0.8975108  0.4409926 -0.4409926  0.8975108 
    3    26     2  0.1405843 -0.8588636  0.9084451  0.4180042 -0.4180042  0.9084451 
    3    26     3  0.1276147 -0.9520941  0.9066440  0.4218965 -0.4218965  0.9066440 
    3    26     4  0.1134622 -0.9366053  0.9138359  0.4060837 -0.4060837  0.9138359 
    3    27     1  0.2959336 -0.5967295  0.7833516  0.6215789 -0.6215789  0.7833516 
    3    27     2  0.2370333 -0.6789217  0.8077044  0.5895876 -0.5895876  0.8077044 
    3    27     3  0.3362549 -0.6208982  0.7768175  0.6297258 -0.6297258  0.7768175 
    3    27     4  0.2800040 -0.6947165  0.7984898  0.6020084 -0.6020084  0.7984898 
    3    28     1  0.3329817 -0.6241655  0.7675762  0.6409577 -0.6409577  0.7675762 
    3    28     2  0.2959231 -0.6117877  0.7699095  0.6381531 -0.6381531  0.7699095 
    3    28     3  0.2844563 -0.6793649  0.7862208  0.6179457 -0.6179457  0.7862208 
    3    28     4  0.2454934 -0.6669326  0.7897121  0.6134776 -0.6134776  0.7897121 
    3    29     1  0.3360394 -0.5961797  0.7514377  0.6598041 -0.6598041  0.7514377 
    3    29     2  0.3814475 -0.5585846  0.7348892  0.6781872 -0.6781872  0.7348892 
    3    29     3  0.2994478 -0.5904087  0.7506146  0.6607403 -0.6607403  0.7506146 
    3    29     4  0.3450483 -0.5529540  0.7332814  0.6799253 -0.6799253  0.7332814 
    3    30     1  0.2967311 -0.5497389  0.7643490  0.6448028 -0.6448028  0.7643490 
    3    30     2  0.3380603 -0.5538181  0.7665416  0.6421946 -0.6421946  0.7665416 
    3    30     3  0.3435050 -0.5134902  0.7461563  0.6657708 -0.6657708  0.7461563 
    3    30     4  0.3865734 -0.5163280  0.7488246  0.6627682 -0.6627682  0.7488246 
    3    31     1  0.1798345 -0.7889763  0.8522629  0.5231137 -0.5231137  0.8522629 
    3    31     2  0.2133024 -0.8029521  0.8398570  0.5428077 -0.5428077  0.8398570 
    3    31     3  0.2211176 -0.6998442  0.8374708  0.5464821 -0.5464821  0.8374708 
    3    31     4  0.2485512 -0.7126715  0.8272589  0.5618209 -0.5618209  0.8272589 
    3    32     1  0.1410722 -0.8075119  0.8988543  0.4382476 -0.4382476  0.8988543 
    3    32     2  0.1143981 -0.8762800  0.9056371  0.4240535 -0.4240535  0.9056371 
    3    32     3  0.1584463 -0.8144205  0.8916899  0.4526469 -0.4526469  0.8916899 
    3    32     4  0.1297335 -0.8915571  0.8989689  0.4380125 -0.4380125  0.8989689 
    3    33     1  0.1795209 -0.7469935  0.8769954  0.4804987 -0.4804987  0.8769954 
    3    33     2  0.1508348 -0.7363446  0.8831480  0.4690944 -0.4690944  0.8831480 
    3    33     3  0.1368167 -0.8314133  0.8912460  0.4535201 -0.4535201  0.8912460 
    3    33     4  0.1072168 -0.8165696  0.8975577  0.4408971 -0.4408971  0.8975577 
    3    34     1  0.2161859 -0.7665356  0.8330003  0.5532725 -0.5532725  0.8330003 
    3    34     2  0.2647284 -0.6882204  0.8146536  0.5799479 -0.5799479  0.8146536 
    3    34     3  0.1829260 -0.7495893  0.8403053  0.5421134 -0.5421134  0.8403053 
    3    34     4  0.2326700 -0.6722414  0.8211750  0.5706765 -0.5706765  0.8211750 
    3    35     1  0.2922439 -0.6051997  0.7603701  0.6494901 -0.6494901  0.7603701 
    3    35     2  0.2446759 -0.6528218  0.7787725  0.6273065 -0.6273065  0.7787725 
    3    35     3  0.3219259 -0.6213629  0.7604301  0.6494197 -0.6494197  0.7604301 
    3    35     4  0.2746071 -0.6698147  0.7780973  0.6281438 -0.6281438  0.7780973 
    3    36     1  0.3033430 -0.6014532  0.7528541  0.6581874 -0.6581874  0.7528541 
    3    36     2  0.2714573 -0.5875199  0.7507537  0.6605822 -0.6605822  0.7507537 
    3    36     3  0.2496885 -0.6502491  0.7729941  0.6344132 -0.6344132  0.7729941 
    3    36     4  0.2242352 -0.6315120  0.7698817  0.6381867 -0.6381867  0.7698817 
    3    37     1  0.3096595 -0.6098465  0.7262275  0.6874545 -0.6874545  0.7262275 
    3    37     2  0.3494432 -0.5831483  0.7126030  0.7015675 -0.7015675  0.7126030 
    3    37     3  0.2812808 -0.6062923  0.7223898  0.6914860 -0.6914860  0.7223898 
    3    37     4  0.3214766 -0.5797188  0.7082151  0.7059967 -0.7059967  0.7082151 
    3    38     1  0.2938474 -0.6051986  0.7361395  0.6768298 -0.6768298  0.7361395 
    3    38     2  0.3252571 -0.6106320  0.7397634  0.6728671 -0.6728671  0.7397634 
    3    38     3  0.3372261 -0.5743546  0.7206404  0.6933090 -0.6933090  0.7206404 
    3    38     4  0.3691130 -0.5788221  0.7245409  0.6892318 -0.6892318  0.7245409 
    3    39     1  0.1818171 -0.6897838  0.8266732  0.5626824 -0.5626824  0.8266732 
    3    39     2  0.2436157 -0.6192203  0.8029594  0.5960338 -0.5960338  0.8029594 
    3    39     3  0.1586990 -0.6504888  0.8289473  0.5593268 -0.5593268  0.8289473 
    3    39     4  0.2247857 -0.5881855  0.8035058  0.5952969 -0.5952969  0.8035058 
    3    40     1  0.1732785 -0.7076357  0.8313002  0.5558236 -0.5558236  0.8313002 
    3    40     2  0.2057000 -0.7298611  0.8280234  0.5606936 -0.5606936  0.8280234 
    3    40     3  0.2303796 -0.6401292  0.8095694  0.5870242 -0.5870242  0.8095694 
    3    40     4  0.2611674 -0.6593881  0.8072042  0.5902723 -0.5902723  0.8072042 
    3    41     1  0.1558116 -0.6734222  0.8730316  0.4876637 -0.4876637  0.8730316 
    3    41     2  0.1032065 -0.7532431  0.8914919  0.4530366 -0.4530366  0.8914919 
    3    41     3  0.1812806 -0.6911192  0.8683747  0.4959086 -0.4959086  0.8683747 
    3    41     4  0.1321355 -0.7703446  0.8854658  0.4647046 -0.4647046  0.8854658 
