Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:38:16
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node   sigma_xx   sigma_yy     tau_xy
Units        MPa        MPa        MPa
 5563  0.6243857 -0.0000273 -1.86e-006
 5564  0.6243853 -0.0000283 -2.75e-006
 5565  0.5493510  0.0000316 -2.35e-006
 5566  0.5493515  0.0000330 -1.32e-006
 5567  0.6243849 -0.0000291 -3.28e-006
 5568  0.5493505  0.0000305 -2.99e-006
 5569  0.6243848 -0.0000297 -3.53e-006
 5570  0.5493501  0.0000297 -3.33e-006
 5571  0.6243847 -0.0000301 -3.58e-006
 5572  0.6243846 -0.0000304 -3.48e-006
 5573  0.5493496  0.0000287 -3.39e-006
 5574  0.5493499  0.0000291 -3.44e-006
 5575  0.6243847 -0.0000306 -3.27e-006
 5576  0.5493495  0.0000284 -3.22e-006
 5577  0.6243847 -0.0000307 -2.98e-006
 5578  0.5493494  0.0000283 -2.96e-006
 5579  0.6243848 -0.0000307 -2.65e-006
 5580  0.6243849 -0.0000308 -2.30e-006
 5581  0.5493492  0.0000281 -2.30e-006
 5582  0.5493493  0.0000282 -2.65e-006
 5583  0.6243850 -0.0000308 -1.92e-006
 5584  0.5493491  0.0000281 -1.93e-006
 5585  0.6243850 -0.0000308 -1.54e-006
 5586  0.5493491  0.0000281 -1.55e-006
 5587  0.6243851 -0.0000308 -1.15e-006
 5588  0.6243851 -0.0000307 -7.67e-007
 5589  0.5493491  0.0000281 -7.78e-007
 5590  0.5493491  0.0000281 -1.17e-006
 5591  0.6243852 -0.0000307 -3.83e-007
 5592  0.5493491  0.0000281 -3.89e-007
 5593  0.6243852 -0.0000307 -8.58e-012
 5594  0.5493491  0.0000281 -8.67e-012
 5595  0.6243852 -0.0000307  3.83e-007
 5596  0.6243851 -0.0000307  7.67e-007
 5597  0.5493491  0.0000281  7.78e-007
 5598  0.5493491  0.0000281  3.89e-007
 5599  0.6243851 -0.0000308  1.15e-006
 5600  0.5493491  0.0000281  1.17e-006
 5601  0.6243850 -0.0000308  1.54e-006
 5602  0.5493491  0.0000281  1.55e-006
 5603  0.6243850 -0.0000308  1.92e-006
 5604  0.6243849 -0.0000308  2.30e-006
 5605  0.5493492  0.0000281  2.30e-006
 5606  0.5493491  0.0000281  1.93e-006
 5607  0.6243848 -0.0000307  2.65e-006
 5608  0.5493493  0.0000282  2.65e-006
 5609  0.6243847 -0.0000307  2.98e-006
 5610  0.5493494  0.0000283  2.96e-006
 5611  0.6243847 -0.0000306  3.27e-006
 5612  0.6243846 -0.0000304  3.48e-006
 5613  0.5493496  0.0000287  3.39e-006
 5614  0.5493495  0.0000284  3.22e-006
 5615  0.6243847 -0.0000301  3.58e-006
 5616  0.5493499  0.0000291  3.44e-006
 5617  0.6243848 -0.0000297  3.53e-006
 5618  0.5493501  0.0000297  3.33e-006
 5619  0.6243849 -0.0000291  3.28e-006
 5620  0.6243853 -0.0000283  2.75e-006
 5621  0.5493510  0.0000316  2.35e-006
 5622  0.5493505  0.0000305  2.99e-006
 5623  0.6243857 -0.0000273  1.86e-006
 5624  0.5493515  0.0000330  1.32e-006
 5625  0.6243864 -0.0000259  5.04e-007
 5626  0.5493522  0.0000349 -2.16e-007
 5627  0.6243874 -0.0000241 -1.46e-006
 5628  0.6243887 -0.0000219 -4.18e-006
 5629  0.5493541  0.0000403 -5.37e-006
 5630  0.5493531  0.0000373 -2.39e-006
 5631  0.6243904 -0.0000191 -7.84e-006
 5632  0.5493553  0.0000441 -9.35e-006
 5633  0.6243927 -0.0000156 -0.0000127
 5634  0.5493568  0.0000487 -0.0000146
 5635  0.6243956 -0.0000114 -0.0000189
 5636  0.6243992 -6.18e-006 -0.0000269
 5637  0.5493605  0.0000614 -0.0000298
 5638  0.5493585  0.0000544 -0.0000213
 5639  0.6244038  5.43e-008 -0.0000370
 5640  0.5493629  0.0000697 -0.0000404
 5641  0.6244095  7.49e-006 -0.0000495
 5642  0.5493656  0.0000796 -0.0000537
 5643  0.6244165  0.0000163 -0.0000649
 5644  0.6244249  0.0000265 -0.0000837
 5645  0.5493722  0.0001048 -0.0000896
 5646  0.5493687  0.0000912 -0.0000699
 5647  0.6244351  0.0000384 -0.0001064
 5648  0.5493761  0.0001205 -0.0001133
 5649  0.6244473  0.0000519 -0.0001335
 5650  0.5493804  0.0001384 -0.0001416
 5651  0.6244617  0.0000672 -0.0001656
 5652  0.6244786  0.0000843 -0.0002033
 5653  0.5493904  0.0001808 -0.0002140
 5654  0.5493852  0.0001585 -0.0001750
 5655  0.6244984  0.0001029 -0.0002470
 5656  0.5493959  0.0002052 -0.0002592
 5657  0.6245212  0.0001229 -0.0002972
 5658  0.5494018  0.0002313 -0.0003110
 5659  0.6245475  0.0001439 -0.0003542
 5660  0.6245773  0.0001651 -0.0004180
 5661  0.5494142  0.0002860 -0.0004352
 5662  0.5494079  0.0002585 -0.0003696
 5663  0.6246108  0.0001858 -0.0004886
 5664  0.5494206  0.0003126 -0.0005075
 5665  0.6246483  0.0002046 -0.0005652
 5666  0.5494268  0.0003365 -0.0005858
 5667  0.6246895  0.0002198 -0.0006468
 5668  0.6247344  0.0002294 -0.0007314
 5669  0.5494384  0.0003666 -0.0007547
 5670  0.5494328  0.0003554 -0.0006688
 5671  0.6247825  0.0002305 -0.0008163
 5672  0.5494433  0.0003664 -0.0008406
 5673  0.6248330  0.0002199 -0.0008978
 5674  0.5494472  0.0003503 -0.0009224
 5675  0.6248848  0.0001937 -0.0009707
 5676  0.6249361  0.0001472 -0.0010282
 5677  0.5494501  0.0002488 -0.0010504
 5678  0.5494496  0.0003132 -0.0009947
 5679  0.6249844  0.0000756 -0.0010619
 5680  0.5494475  0.0001503 -0.0010804
 5681  0.6250262 -0.0000266 -0.0010613
 5682  0.5494404  0.0000105 -0.0010734
 5683  0.6250565 -0.0001649 -0.0010139
 5684  0.6250685 -0.0003442 -0.0009048
 5685  0.5494021 -0.0004235 -0.0008908
 5686  0.5494264 -0.0001784 -0.0010157
 5687  0.6250515 -0.0005691 -0.0007163
 5688  0.5493650 -0.0007311 -0.0006800
 5689  0.6248710 -0.0008411 -0.0004294
 5690  0.5491992 -0.0011407 -0.0003610
 5691  0.6245540 -0.0011707 -0.0000253
 5692  0.6241389 -0.0015567  0.0005222
 5693  0.5484298 -0.0021107  0.0006844
 5694  0.5489960 -0.0016070  0.0000430
 5695  0.6233454 -0.0019400  0.0012037
 5696  0.5478232 -0.0027149  0.0014662
 5697  0.6225136 -0.0024269  0.0020856
 5698  0.5470448 -0.0033918  0.0024423
 5699  0.6213688 -0.0029420  0.0031530
 5700  0.6199223 -0.0034419  0.0043858
 5701  0.5444363 -0.0047302  0.0050464
 5702  0.5458526 -0.0040431  0.0036234
 5703  0.6180896 -0.0039364  0.0058315
 5704  0.5425960 -0.0054520  0.0067062
 5705  0.6158020 -0.0044338  0.0074754
 5706  0.5401380 -0.0061366  0.0085541
 5707  0.6132833 -0.0048744  0.0093082
 5708  0.6103650 -0.0051596  0.0113425
 5709  0.5340791 -0.0072083  0.0129865
 5710  0.5372675 -0.0067443  0.0106849
 5711  0.4676803 -0.0071306  0.0073567
 5712  0.4651425 -0.0079756  0.0093856
 5713  0.3911987 -0.0099527  0.0099672
 5714  0.3936545 -0.0089092  0.0077005
 5715  0.3952382 -0.0077168  0.0057290
 5716  0.4695819 -0.0061764  0.0055133
 5717  0.4617833 -0.0087733  0.0116733
 5718  0.4580067 -0.0095750  0.0143238
 5719  0.3821370 -0.0121035  0.0154243
 5720  0.3875861 -0.0109889  0.0124969
 5721  0.4543289 -0.0096864  0.0171637
 5722  0.5311646 -0.0073246  0.0153611
 5723  0.5284664 -0.0073188  0.0176833
 5724  0.4516197 -0.0095334  0.0196485
 5725  0.3726519 -0.0115157  0.0213427
 5726  0.3760554 -0.0127562  0.0188313
 5727  0.6076034 -0.0052838  0.0134227
 5728  0.6048033 -0.0053511  0.0154373
 5729  0.6024376 -0.0052815  0.0174446
 5730  0.5266259 -0.0073240  0.0199818
 5731  0.6000298 -0.0051325  0.0194646
 5732  0.5250928 -0.0071796  0.0223257
 5733  0.4504402 -0.0096748  0.0220886
 5734  0.4503529 -0.0095924  0.0248273
 5735  0.3756459 -0.0120745  0.0270141
 5736  0.3728289 -0.0127497  0.0237989
 5737  0.4502442 -0.0087855  0.0272985
 5738  0.3777055 -0.0109685  0.0297625
 5739  0.5237253 -0.0067224  0.0245052
 5740  0.5220794 -0.0061249  0.0265749
 5741  0.4494946 -0.0079147  0.0295314
 5742  0.3780552 -0.0099395  0.0321638
 5743  0.5978337 -0.0048797  0.0213807
 5744  0.5951898 -0.0044640  0.0232025
 5745  0.4480720 -0.0071036  0.0314650
 5746  0.5198455 -0.0054524  0.0282948
 5747  0.5169868 -0.0047162  0.0298967
 5748  0.4459067 -0.0061932  0.0332868
 5749  0.3754148 -0.0077511  0.0362781
 5750  0.3771390 -0.0089059  0.0343472
 5751  0.5921585 -0.0039305  0.0247713
 5752  0.5887812 -0.0034393  0.0261616
 5753  0.5850776 -0.0029363  0.0273430
 5754  0.5139665 -0.0040180  0.0312260
 5755  0.5810725 -0.0024674  0.0283690
 5756  0.5105589 -0.0033785  0.0324071
 5757  0.5766308 -0.0019404  0.0291759
 5758  0.5720889 -0.0015314  0.0298867
 5759  0.5026261 -0.0020960  0.0341276
 5760  0.5067531 -0.0026957  0.0333616
 5761  0.5673453 -0.0011695  0.0304112
 5762  0.4986428 -0.0016036  0.0346948
 5763  0.5624446 -0.0008408  0.0307971
 5764  0.4943197 -0.0011592  0.0351383
 5765  0.5574098 -0.0005662  0.0310760
 5766  0.5522231 -0.0003409  0.0312638
 5767  0.4853116 -0.0004274  0.0356695
 5768  0.4898511 -0.0007340  0.0354585
 5769  0.5470081 -0.0001614  0.0313731
 5770  0.4807578 -0.0001825  0.0357946
 5771  0.5417745 -0.0000229  0.0314206
 5772  0.4761938  6.27e-006  0.0358524
 5773  0.5365296  0.0000797  0.0314212
 5774  0.5312781  0.0001516  0.0313876
 5775  0.4670476  0.0002442  0.0358295
 5776  0.4716229  0.0001460  0.0358594
 5777  0.5260236  0.0001983  0.0313301
 5778  0.4624693  0.0003084  0.0357739
 5779  0.5207686  0.0002248  0.0312572
 5780  0.4578889  0.0003453  0.0357016
 5781  0.5155148  0.0002356  0.0311758
 5782  0.5102635  0.0002348  0.0310909
 5783  0.4487243  0.0003611  0.0355340
 5784  0.4533071  0.0003611  0.0356198
 5785  0.5050155  0.0002255  0.0310063
 5786  0.4441408  0.0003497  0.0354481
 5787  0.4997710  0.0002105  0.0309247
 5788  0.4395569  0.0003305  0.0353650
 5789  0.4945303  0.0001920  0.0308481
 5790  0.4892936  0.0001715  0.0307776
 5791  0.4303885  0.0002796  0.0352145
 5792  0.4349727  0.0003064  0.0352867
 5793  0.4840605  0.0001505  0.0307137
 5794  0.4258043  0.0002519  0.0351489
 5795  0.4788311  0.0001298  0.0306567
 5796  0.4212203  0.0002244  0.0350903
 5797  0.4736050  0.0001101  0.0306065
 5798  0.4683820  0.0000917  0.0305628
 5799  0.4120530  0.0001734  0.0349933
 5800  0.4166365  0.0001981  0.0350385
 5801  0.4631619  0.0000749  0.0305252
 5802  0.4074699  0.0001509  0.0349543
 5803  0.4579443  0.0000598  0.0304931
 5804  0.4028872  0.0001305  0.0349209
 5805  0.4527289  0.0000465  0.0304660
 5806  0.4475155  0.0000349  0.0304433
 5807  0.3937232  0.0000964  0.0348689
 5808  0.3983050  0.0001124  0.0348926
 5809  0.4423038  0.0000249  0.0304245
 5810  0.3891418  0.0000826  0.0348492
 5811  0.4370936  0.0000164  0.0304091
 5812  0.3845608  0.0000707  0.0348330
 5813  0.4318847  9.20e-006  0.0303965
 5814  0.4266769  3.21e-006  0.0303865
 5815  0.3753999  0.0000520  0.0348091
 5816  0.3799801  0.0000606  0.0348198
 5817  0.4214701 -1.72e-006  0.0303785
 5818  0.3708199  0.0000448  0.0348006
 5819  0.4162639 -5.74e-006  0.0303722
 5820  0.3662403  0.0000389  0.0347939
 5821  0.4110585 -8.97e-006  0.0303674
 5822  0.4058535 -0.0000115  0.0303637
 5823  0.3570818  0.0000299  0.0347847
 5824  0.3616609  0.0000340  0.0347887
 5825  0.4006490 -0.0000135  0.0303610
 5826  0.3525028  0.0000267  0.0347817
 5827  0.3954448 -0.0000150  0.0303590
 5828  0.3479241  0.0000240  0.0347795
 5829  0.3902409 -0.0000161  0.0303577
 5830  0.3850372 -0.0000169  0.0303568
 5831  0.3387670  0.0000203  0.0347769
 5832  0.3433455  0.0000219  0.0347780
 5833  0.3798337 -0.0000175  0.0303563
 5834  0.3341886  0.0000189  0.0347763
 5835  0.3746303 -0.0000178  0.0303560
 5836  0.3296104  0.0000179  0.0347760
 5837  0.3694270 -0.0000180  0.0303560
 5838  0.3642237 -0.0000180  0.0303561
 5839  0.3204541  0.0000164  0.0347759
 5840  0.3250322  0.0000171  0.0347758
 5841  0.3590205 -0.0000180  0.0303563
 5842  0.3158760  0.0000159  0.0347761
 5843  0.3538174 -0.0000178  0.0303565
 5844  0.3112979  0.0000155  0.0347763
 5845  0.3486142 -0.0000176  0.0303569
 5846  0.3434111 -0.0000174  0.0303572
 5847  0.3021420  0.0000148  0.0347770
 5848  0.3067199  0.0000151  0.0347766
 5849  0.3382080 -0.0000172  0.0303576
 5850  0.2975640  0.0000146  0.0347773
 5851  0.3330048 -0.0000169  0.0303580
 5852  0.2929860  0.0000143  0.0347777
 5853  0.3278017 -0.0000167  0.0303584
 5854  0.3225985 -0.0000164  0.0303587
 5855  0.2838302  0.0000138  0.0347785
 5856  0.2884081  0.0000141  0.0347781
 5857  0.3173953 -0.0000161  0.0303591
 5858  0.2792523  0.0000136  0.0347789
 5859  0.3121921 -0.0000159  0.0303595
 5860  0.2746744  0.0000134  0.0347793
 5861  0.3069889 -0.0000157  0.0303599
 5862  0.3017856 -0.0000154  0.0303603
 5863  0.2655185  0.0000129  0.0347800
 5864  0.2700964  0.0000131  0.0347797
 5865  0.2965823 -0.0000152  0.0303607
 5866  0.2609406  0.0000126  0.0347804
 5867  0.2913791 -0.0000149  0.0303610
 5868  0.2563628  0.0000123  0.0347808
 5869  0.2861758 -0.0000147  0.0303614
 5870  0.2809725 -0.0000145  0.0303618
 5871  0.2472070  0.0000119  0.0347816
 5872  0.2517849  0.0000121  0.0347812
 5873  0.2757692 -0.0000142  0.0303621
 5874  0.2426292  0.0000117  0.0347819
 5875  0.2705659 -0.0000139  0.0303625
 5876  0.2380514  0.0000115  0.0347822
 5877  0.2653626 -0.0000135  0.0303628
 5878  0.2601594 -0.0000131  0.0303630
 5879  0.2288958  0.0000115  0.0347826
 5880  0.2334736  0.0000114  0.0347825
 5881  0.2549562 -0.0000126  0.0303631
 5882  0.2243182  0.0000116  0.0347827
 5883  0.2497531 -0.0000119  0.0303630
 5884  0.2197405  0.0000119  0.0347826
 5885  0.2445500 -0.0000111  0.0303628
 5886  0.2393472 -0.0000101  0.0303623
 5887  0.2105855  0.0000133  0.0347816
 5888  0.2151630  0.0000125  0.0347822
 5889  0.2341444 -8.78e-006  0.0303614
 5890  0.2060082  0.0000145  0.0347806
 5891  0.2289419 -7.17e-006  0.0303600
 5892  0.2014310  0.0000161  0.0347790
 5893  0.2237397 -5.18e-006  0.0303581
 5894  0.2185378 -2.71e-006  0.0303553
 5895  0.1922771  0.0000210  0.0347739
 5896  0.1968540  0.0000182  0.0347769
 5897  0.2133364  3.31e-007  0.0303517
 5898  0.1877005  0.0000245  0.0347699
 5899  0.2081355  4.05e-006  0.0303469
 5900  0.1831241  0.0000289  0.0347647
 5901  0.2029352  8.58e-006  0.0303406
 5902  0.1977358  0.0000141  0.0303326
 5903  0.1739723  0.0000412  0.0347494
 5904  0.1785480  0.0000344  0.0347579
 5905  0.1925372  0.0000206  0.0303224
 5906  0.1693968  0.0000494  0.0347386
 5907  0.1873398  0.0000285  0.0303098
 5908  0.1648217  0.0000592  0.0347253
 5909  0.1821437  0.0000378  0.0302942
 5910  0.1769491  0.0000487  0.0302751
 5911  0.1556727  0.0000849  0.0346889
 5912  0.1602470  0.0000710  0.0347089
 5913  0.1717563  0.0000615  0.0302519
 5914  0.1510987  0.0001012  0.0346647
 5915  0.1665654  0.0000763  0.0302241
 5916  0.1465250  0.0001200  0.0346358
 5917  0.1613766  0.0000933  0.0301908
 5918  0.1561903  0.0001127  0.0301515
 5919  0.1373780  0.0001666  0.0345610
 5920  0.1419514  0.0001418  0.0346015
 5921  0.1510066  0.0001347  0.0301053
 5922  0.1328043  0.0001945  0.0345138
 5923  0.1458256  0.0001593  0.0300516
 5924  0.1282301  0.0002257  0.0344592
 5925  0.1406473  0.0001866  0.0299896
 5926  0.1354716  0.0002164  0.0299188
 5927  0.1190777  0.0002974  0.0343256
 5928  0.1236547  0.0002601  0.0343966
 5929  0.1302982  0.0002486  0.0298387
 5930  0.1144979  0.0003373  0.0342461
 5931  0.1251265  0.0002827  0.0297491
 5932  0.1099142  0.0003790  0.0341580
 5933  0.1199555  0.0003180  0.0296502
 5934  0.1147835  0.0003535  0.0295426
 5935  0.1007275  0.0004627  0.0339595
 5936  0.1053248  0.0004213  0.0340621
 5937  0.1096084  0.0003877  0.0294277
 5938  0.0961195  0.0005007  0.0338524
 5939  0.1044268  0.0004183  0.0293081
 5940  0.0914969  0.0005320  0.0337441
 5941  0.0992341  0.0004424  0.0291874
 5942  0.0940243  0.0004556  0.0290714
 5943  0.0821877  0.0005540  0.0335462
 5944  0.0868549  0.0005519  0.0336397
 5945  0.0887889  0.0004518  0.0289685
 5946  0.0774875  0.0005293  0.0334739
 5947  0.0835170  0.0004225  0.0288905
 5948  0.0727452  0.0004655  0.0334369
 5949  0.0781940  0.0003555  0.0288544
 5950  0.0728014  0.0002331  0.0288839
 5951  0.0630887  0.0001420  0.0335535
 5952  0.0679497  0.0003447  0.0334546
 5953  0.0673157  0.0000288  0.0290133
 5954  0.0581491 -0.0001790  0.0337691
 5955  0.0616957 -0.0002977  0.0292984
 5956  0.0531075 -0.0006758  0.0341496
 5957  0.0559207 -0.0008096  0.0298088
 5958  0.0499685 -0.0016088  0.0306277
 5959  0.0427442 -0.0025360  0.0357090
 5960  0.0479876 -0.0014218  0.0347632
 5961  0.0438048 -0.0028361  0.0318830
 5962  0.0374760 -0.0042122  0.0370619
 5963  0.0374817 -0.0047802  0.0337750
 5964  0.0322715 -0.0067393  0.0389485
 5965  0.0311025 -0.0078729  0.0365002
 5966  0.0250225 -0.0128592  0.0402744
 5967  0.0231468 -0.0162544  0.0445442
 5968  0.0273460 -0.0105449  0.0414591
 5969  0.0200220 -0.0209406  0.0451002
 5970  0.0203223 -0.0246945  0.0478563
 5971  0.0174354 -0.0338125  0.0502110
 5972  0.0196481 -0.0365978  0.0503503
 5973  0.0186668 -0.0526979  0.0531467
 5974  0.0235955 -0.0760581  0.0497033
 5975  0.0252156 -0.0685092  0.0448462
 5976  0.0215441 -0.0519026  0.0501165
 5977  0.0200279 -0.0267032  0.0489870
 5978  0.0202699 -0.0370382  0.0495590
 5979  0.0195631 -0.0359715  0.0484858
 5980  0.0189038 -0.0272920  0.0492025
 5981  0.0194123 -0.0200134  0.0485995
 5982  0.0214305 -0.0186536  0.0471651
 5983  0.0220903 -0.0490531  0.0475574
 5984  0.0246863 -0.0609387  0.0417633
 5985  0.0228979 -0.0539087  0.0398586
 5986  0.0211205 -0.0453179  0.0456189
 5987  0.0265533 -0.0699885  0.0320197
 5988  0.0283979 -0.0819765  0.0335145
 5989  0.0283600 -0.0872857  0.0178265
 5990  0.0261087 -0.0734125  0.0197889
 5991  0.0233404 -0.0623174  0.0214706
 5992  0.0239435 -0.0599827  0.0313888
 5993  0.0290071 -0.0970628  0.0365651
 5994  0.0298898 -0.1058363  0.0155763
 5995  0.0238167 -0.0970799 -0.0054210
 5996  0.0238587 -0.0819996  0.0021213
 5997  0.0132216 -0.0761129 -0.0186096
 5998  0.0161300 -0.0685542 -0.0092837
 5999  0.0226789 -0.0700102  0.0075161
 6000  0.0168832 -0.0609983 -0.0023271
 6001  0.0163782 -0.0539766  0.0028517
 6002  0.0207507 -0.0600163  0.0115024
 6003  0.0103448 -0.0491584 -0.0082334
 6004  0.0112262 -0.0454230 -0.0030828
 6005  0.0078992 -0.0519941 -0.0146291
 6006  0.0014049 -0.0367011 -0.0149381
 6007  0.0045803 -0.0371744 -0.0103267
 6008  0.0063747 -0.0361225 -0.0060507
 6009  0.0030728 -0.0527602 -0.0221027
 6010 -0.0033786 -0.0338805 -0.0192102
 6011  0.0003993 -0.0268523 -0.0098123
 6012 -0.0025010 -0.0248100 -0.0124852
 6013 -0.0042531 -0.0163959 -0.0092048
 6014 -0.0021292 -0.0188233 -0.0080162
 6015 -0.0003318 -0.0202123 -0.0062365
 6016  0.0024395 -0.0274741 -0.0068237
 6017 -0.0060134 -0.0210396 -0.0141412
 6018 -0.0062451 -0.0129730 -0.0093360
 6019 -0.0053971 -0.0079942 -0.0055687
 6020 -0.0046334 -0.0107025 -0.0061327
 6021 -0.0042569 -0.0049151 -0.0028516
 6022 -0.0043017 -0.0069069 -0.0036281
 6023 -0.0031648 -0.0029728 -0.0009627
 6024 -0.0022471 -0.0017245  0.0003071
 6025 -0.0029862 -0.0026950 -0.0003776
 6026 -0.0036764 -0.0043869 -0.0017409
 6027 -0.0015298 -0.0009024  0.0011300
 6028 -0.0023413 -0.0015398  0.0005647
 6029 -0.0027266 -0.0022473  0.0000588
 6030 -0.0027969 -0.0029517 -0.0003324
 6031 -0.0030788 -0.0046566 -0.0012020
 6032 -0.0032079 -0.0037075 -0.0008969
 6033 -0.0035876 -0.0057726 -0.0021938
 6034 -0.0037193 -0.0087245 -0.0038645
 6035 -0.0031531 -0.0069935 -0.0023072
 6036 -0.0028711 -0.0101866 -0.0036147
 6037 -0.0025757 -0.0079428 -0.0021300
 6038 -0.0020041 -0.0112065 -0.0030163
 6039 -0.0027503 -0.0054563 -0.0012928
 6040 -0.0023426 -0.0060596 -0.0012094
 6041 -0.0019951 -0.0085824 -0.0017438
 6042 -0.0012543 -0.0117834 -0.0022083
 6043 -0.0026575 -0.0035829 -0.0005817
 6044 -0.0024022 -0.0040931 -0.0006988
 6045 -0.0021051 -0.0044465 -0.0007060
 6046 -0.0018167 -0.0046346 -0.0006403
 6047 -0.0015975 -0.0065716 -0.0007172
 6048 -0.0019415 -0.0064299 -0.0009980
 6049 -0.0014968 -0.0089019 -0.0012320
 6050 -0.0006899 -0.0119470 -0.0013099
 6051 -0.0011177 -0.0089308 -0.0006738
 6052 -0.0003292 -0.0117512 -0.0004153
 6053 -0.0008728 -0.0086949 -0.0001270
 6054 -0.0001587 -0.0112605  0.0004095
 6055 -0.0013308 -0.0065015 -0.0004142
 6056 -0.0011441 -0.0062456 -0.0001254
 6057 -0.0007464 -0.0082415  0.0003632
 6058 -0.0001481 -0.0105327  0.0011215
 6059 -0.0015631 -0.0046623 -0.0005352
 6060 -0.0013563 -0.0045370 -0.0004192
 6061 -0.0011930 -0.0042806 -0.0003169
 6062 -0.0010584 -0.0039189 -0.0002452
 6063 -0.0009520 -0.0052960  0.0002964
 6064 -0.0010253 -0.0058328  0.0001174
 6065 -0.0007133 -0.0076157  0.0007670
 6066 -0.0002573 -0.0096243  0.0016897
 6067 -0.0007466 -0.0068559  0.0010608
 6068 -0.0004431 -0.0085876  0.0020968
 6069 -0.0008018 -0.0060016  0.0012371
 6070 -0.0006528 -0.0074692  0.0023413
 6071 -0.0008964 -0.0046676  0.0003993
 6072 -0.0008247 -0.0039811  0.0004216
 6073 -0.0008353 -0.0050949  0.0012943
 6074 -0.0008381 -0.0063058  0.0024190
 6075 -0.0009339 -0.0034743 -0.0002176
 6076 -0.0007930 -0.0029723 -0.0002357
 6077 -0.0006059 -0.0024440 -0.0002983
 6078 -0.0006974 -0.0032684  0.0003671
 6079 -0.0008041 -0.0041726  0.0012401
 6080 -0.0009429 -0.0051459  0.0023458
 6081 -0.0011378 -0.0061679  0.0037078
 6082 -0.0008535 -0.0075878  0.0038239
 6083 -0.0014184 -0.0071991  0.0053402
 6084 -0.0009145 -0.0089041  0.0055389
 6085 -0.0004719 -0.0090390  0.0037479
 6086 -0.0002895 -0.0106676  0.0054961
 6087  0.0003876 -0.0124421  0.0051969
 6088 -0.0000539 -0.0104711  0.0034615
 6089 -0.0001473 -0.0122825  0.0076114
 6090 -0.0010605 -0.0101961  0.0075730
 6091 -0.0013426 -0.0113964  0.0099265
 6092 -0.0001048 -0.0138090  0.0101003
 6093  0.0012409 -0.0163382  0.0099357
 6094  0.0008431 -0.0144303  0.0073524
 6095 -0.0018261 -0.0082043  0.0072544
 6096 -0.0023990 -0.0091321  0.0094417
 6097 -0.0031843 -0.0099287  0.0118744
 6098 -0.0018122 -0.0124343  0.0125753
 6099 -0.0002216 -0.0151425  0.0129478
 6100 -0.0005773 -0.0161886  0.0161005
 6101  0.0015569 -0.0193989  0.0163721
 6102  0.0015136 -0.0180426  0.0129606
 6103 -0.0012295 -0.0168477  0.0194802
 6104 -0.0022188 -0.0170569  0.0229670
 6105  0.0006326 -0.0205309  0.0239155
 6106  0.0012834 -0.0202552  0.0200777
 6107  0.0033215 -0.0211019  0.0125686
 6108  0.0038186 -0.0228716  0.0162479
 6109  0.0061363 -0.0266079  0.0156507
 6110  0.0050860 -0.0242380  0.0117306
 6111  0.0039241 -0.0215620  0.0084830
 6112  0.0026130 -0.0189467  0.0094018
 6113  0.0039707 -0.0240146  0.0203220
 6114  0.0036836 -0.0243906  0.0245596
 6115  0.0069479 -0.0287962  0.0248955
 6116  0.0068214 -0.0282724  0.0201458
 6117  0.0029221 -0.0239693  0.0287879
 6118  0.0064294 -0.0282230  0.0296298
 6119 -0.0004160 -0.0202099  0.0277437
 6120 -0.0018617 -0.0193060  0.0314206
 6121  0.0016844 -0.0227700  0.0328302
 6122  0.0053020 -0.0265031  0.0341039
 6123 -0.0035697 -0.0168045  0.0264454
 6124 -0.0052722 -0.0161030  0.0297971
 6125  0.0000731 -0.0209503  0.0364685
 6126 -0.0036414 -0.0179021  0.0347904
 6127 -0.0056775 -0.0161555  0.0377710
 6128 -0.0017821 -0.0187482  0.0395998
 6129  0.0020543 -0.0213640  0.0412276
 6130  0.0037409 -0.0240862  0.0379985
 6131 -0.0072814 -0.0150134  0.0329084
 6132 -0.0095467 -0.0136423  0.0357119
 6133 -0.0119755 -0.0120813  0.0381603
